slug,id,cuisine,stars,count,where,available,sold-out
egg-shop-williamsburg-bk,50449,American,4.50,544,Williamsburg,14,1
4966,4966,Australian,4.49,480,Greenpoint,10,1
recette,54636,French,4.50,452,Brooklyn,30,0
baba-cool-withers-st,52700,Local,4.54,322,Brooklyn,214,0
terasa-north-ninth,53215,Mediterranean,4.46,300,Williamsburg,30,0
wollenskys-grill,60691,American,4.49,285,Midtown East,30,0
nora-thai,60207,Thai,4.49,160,Williamsburg,30,0
hanon,55204,Japanese,4.46,152,Brooklyn,0,0
the-sea-fire-grill,10112,Seafood,4.52,148,Murray Hill,313,0
marbles-smokehouse,64899,BBQ,4.46,84,Williamsburg,60,0
motorino-williamsburg,54378,Italian,4.52,70,Williamsburg,14,0
fan-fried-rice-bar,65620,Taiwanese,4.5,26,Williamsburg,12,0
elnico-restaurant,69006,Mexican,5.0,None,Brooklyn,21,3
silver-factory,65376,Korean,5.0,None,Williamsburg,366,0
ainslie,31199,Italian,4.43,3475,Williamsburg,90,0
the-butchers-daughter-brooklyn,4923,Vegetarian,4.44,1108,Williamsburg,14,0
isla-and-co-williamsburg,59056,Australian,4.41,155,Brooklyn,51,0
la-cava,4932,Italian,4.37,139,Midtown East,45,0
shalom-japan,69657,Japanese,4.44,114,Williamsburg,25,1
the-bedford-bk,65275,American,4.35,90,Brooklyn,30,0
for-all-things-good-williamsburg,63473,Mexican,4.35,65,Williamsburg,14,1
baci-and-abbracci,64999,Italian,4.44,9,Williamsburg,30,0
essential-by-christophe,61140,French,4.91,800,Upper West Side,23,1
sushiishikawa-uws,9680,Japanese,4.90,687,Upper West Side,10,0
sushi-yugen-omakase,64547,Japanese,4.88,77,Upper East Side,38,0
sushiishikawa-ues,1341,Japanese,4.84,6131,Upper East Side,10,0
leyla,5103,Mediterranean,4.76,5530,Upper West Side,15,0
jean-georges,5951,French,4.75,4283,Upper West Side,59,2
nr,39797,Japanese,4.78,2796,Upper East Side,15,0
fleming-by-le-bilboquet,8768,Mediterranean,4.83,2550,Upper East Side,30,0
sushi-nonaka,50562,Japanese,4.76,1608,Upper West Side,20,0
tatiana,65452,Afro Caribbean,4.78,1483,Lincoln Center,0,22
avena-ristorante-ues,32148,Italian,4.80,1294,Upper East Side,30,0
sant-ambroeus-madison-ave,62936,Italian,4.78,1186,Upper East Side,29,1
old-johns-luncheonette,59219,American,4.75,698,Upper West Side,30,0
prohibition-new-york,57686,New American,4.82,523,Upper West Side,38,0
mannys-bistro,66712,French,4.76,350,Upper West Side,90,0
shiro-omakase-upper-west-side,51455,Japanese,4.78,76,Upper West Side,35,0
piccolo-cafe,31469,Italian,4.81,16,Upper West Side,0,0
nougatine-restaurant,5952,French,4.66,7482,Upper West Side,84,0
daniel,29947,French,4.71,6192,Upper East Side,22,2
noi-due,1420,Kosher,4.70,4226,Upper West Side,66,0
le-charlot,2576,French,4.68,3527,Upper East Side,30,0
boulud-sud,53002,Mediterranean,4.71,2876,Upper West Side,25,0
tessa,10253,American,4.67,2824,Upper West Side,30,0
up-thai,51910,Thai,4.71,2540,Upper East side,14,0
aldo-sohm-wine-bar,1388,Wine,4.73,2190,Theater District,11,1
sala-thai,52919,Thai,4.73,2075,Upper West Side,14,0
the-lounge-at-daniel,29884,French,4.72,2025,Upper East Side,0,0
terrace-at-nougatine,6093,French,4.66,2015,Upper West Side,6,0
the-lobster-club,35694,Sushi,4.66,2010,Midtown East,27,0
tasca,37017,Spanish Latin Caribbean,4.70,1818,Upper West Side,45,0
salumeria-rosi,52640,Italian,4.72,1633,Upper West Side,30,0
felice-columbus,59614,Italian,4.73,1572,New York,30,0
fasano-restaurant-new-york,58119,Italian,4.72,1505,New York,51,1
cafe-sabarsky,2752,European,4.67,1406,Upper East Side,16,5
meme-mediterranean,45003,Mediterranean,4.69,1168,Hell's Kitchen,30,0
t-bar-nyc,65332,Contemporary American,4.65,1076,New York,40,0
sushi-ann,41951,Sushi,4.74,1039,Midtown East,78,0
the-owls-tail,50927,Cocktail Bar,4.73,898,Upper West Side,8,0
naro,64596,Korean,4.68,826,Rockefeller Center,30,1
felice-64,59619,Italian,4.7,760,Upper East Side,30,0
jukai,9594,Japanese,4.66,735,Midtown East,25,0
p-j-clarkes-third-avenue,64560,American,4.71,716,Midtown East,91,1
el-fish-67,68214,Seafood,4.72,574,Upper West Side,30,0
cocopazzeria-sutton,53333,Pizza,4.65,519,Sutton Place,7,0
chalong,67545,Thai,4.66,503,Hell's Kitchen,90,0
elis-table-fly,4539,International,4.69,425,Upper East Side,21,0
friedmans,59093,American,4.73,400,New York,0,0
kaiseki-room-by-yamada,54576,Japanese,4.72,378,Midtown West,21,0
hummus-kitchen-hells-kitchen,49385,Middle Eastern,4.72,258,Hell's Kitchen,13,1
recolte-dessert-bar,4744,American,4.74,226,Upper West Side,0,0
under-the-bridge,54340,Greek,4.68,216,Midtown,90,0
beyond-sushi-ues,45055,Vegan,4.73,204,Upper East Side,60,0
ippudo-westside,68978,Japanese,4.72,179,Hell's Kitchen,7,0
souvlaki-gr-kouzina,8235,Greek,4.67,117,Midtown East,30,0
vin-sur-vingt,65733,French,4.74,111,New York,92,0
nocello,68520,Italian,4.67,108,Midtown New York,314,0
narcisse,54888,American,4.7,100,Sutton Place/Midtown,102,0
il-gradino,60884,Italian,4.68,93,Upper East Side,366,0
nice-matin,60367,French,4.65,40,Upper West Side,45,0
tanner-smiths,69454,Cocktail Bar,4.74,39,Midtown,29,1
shiro-omakase-midtown,65701,Japanese,4.71,39,Midtown,40,0
5-napkin-burger-hells-kitchen,60361,American,4.67,37,Hell's Kitchen,30,0
the-beyond-meatball-shop-nyc,34733,Event,4.70,17,Hell’s Kitchen,0,0
jacobs-pickles,501,Southern,4.62,13431,Upper West Side,61,0
lavenue,4707,French,4.60,7985,Rockefeller Center,29,1
bar-boulud-nyc,36591,French,4.60,7826,Upper West Side,30,0
avra-rockefeller-center,59999,Greek,4.62,4284,Midtown,30,0
la-bonne-soupe,7043,French,4.58,3459,Plaza District,28,0
noi-due-carne,1421,Kosher,4.63,3310,Midtown West,66,0
flex-mussels-ues,3616,Seafood,4.58,3074,Upper East Side,30,0
boqueria-ues,26738,Tapas,4.57,2936,Upper East Side,60,0
penrose,1688,Cocktail Bar,4.57,2638,Upper East Side,8,22
le-rock,60459,French,4.56,2439,Midtown,25,0
rue57,54492,New American,4.63,2271,Midtown,30,0
emmy-squared-upper-east-side,7424,Pizza,4.60,2020,Upper East Side,60,0
53,60303,Asian,4.57,1887,Midtown,29,0
chama-mama-uws,51532,Georgian,4.57,1575,Upper West Side,90,0
iris,59202,Mediterranean,4.57,1485,Midtown,22,0
blossom-on-columbus,36899,Vegan,4.59,1448,Upper West Side,90,0
nerai,60574,Greek,4.62,1388,New York,29,0
the-regency-bar-and-grill-at-loews-regency-new-york-hotel,31956,American,4.55,1256,Upper East Side,120,0
anassa-taverna-midtown,58983,Greek,4.57,1133,New York,60,0
felice-56,54594,Italian,4.59,1074,Midtown,30,0
aperitivo,51696,Italian,4.62,1069,Upper East Side,30,0
yakitori-totto,58331,Japanese,4.57,1048,Hell's Kitchen,14,0
bice-cucina-midtown,54712,Italian,4.57,858,Midtown,153,0
mission-ceviche,6928,Peruvian,4.59,743,Upper East Side,365,0
haswell-greens,54963,American,4.62,738,New York,92,0
ella-social,59299,Spanish,4.58,660,Upper West Side,15,0
le-jardinier-nyc,54800,French,4.57,656,Midtown East,78,1
chola-restaurant,54355,Indian,4.63,561,New York,30,0
the-horny-ram,55728,American,4.59,544,New York,60,0
ethos,6392,Greek,4.55,511,Midtown,0,21
sicily,60608,Italian,4.58,507,New York,60,0
kashkaval-garden,65273,Mediterranean,4.55,468,Hell's Kitchen,305,0
souvlaki-gr,8238,Greek,4.62,463,Midtown West,30,0
keys-and-heels,58735,Cocktail Bar,4.56,438,Upper East Side,12,1
tacombi-upper-east-side,43224,Mexican,4.59,434,Upper East Side,29,1
alfies-kitchen-and-craft-beer-bar,59096,American,4.56,360,New York,92,0
beyond-sushi-56th-st,45006,Vegan,4.63,347,Midtown,60,0
mala-project,54299,Chinese,4.61,302,New York,29,1
all-and-sundry,59216,American,4.56,289,Columbus Circle,65,0
k-rico-steakhouse,6990,Steakhouse,4.55,237,Hell’s Kitchen,64,0
9662,9662,Italian,4.60,214,Upper East Side,32,0
sante-fe-ny,67720,Mexican,4.63,118,Upper West Side,14,0
the-dickens,65504,New American,4.60,103,New York,12,0
chai-ny,65577,*,4.55,97,Hell's Kitchen,92,0
mischa,66425,New American,4.58,89,Midtown East,28,0
doc-watsons,59097,American,4.58,51,New York,30,0
quality-bistro,52788,Brasserie,4.57,49,Midtown West,0,60
beyond-meat-and-gregorys-1st-ave,46979,Breakfast,4.58,17,New York,0,0
rose-lane,54046,American,4.55,9,Midtown East,29,0
jojo,50364,American,4.48,2992,Upper East Side,90,0
lodi,53142,Italian,4.45,2674,Midtown,29,0
asset,6499,American,4.45,2494,"Upper West Side, Manhattan",30,0
osteria-cotta,1391,Italian,4.50,2135,Upper West Side,90,0
la-pecora-bianca-uws,64003,Italian,4.47,1923,New York,30,0
uva-next-door,50830,Italian,4.50,1472,Upper East Side,90,0
la-pecora-bianca-ues,65637,Italian,4.45,1317,New York,30,0
au-zaatar-midtown-east,51406,Lebanese,4.47,1255,Midtown East,30,0
pebble-bar,58751,Cocktail Bar,4.51,1165,Midtown,30,1
wau-restaurant,54501,Asian,4.50,1093,Upper West Side,30,0
noodle-bar-columbus-circle,3796,Asian American,4.54,1061,Columbus Circle,30,0
canyon-road,3323,Mexican,4.54,729,Upper East Side,77,13
perrine,53039,Local,4.45,722,New York,90,0
jasmines-caribbean-cuisine,44101,Caribbean,4.51,664,Hell’s Kitchen,25,0
lumlum,66372,Thai,4.51,640,Hell’s Kitchen,30,0
empellon,66437,Mexican,4.53,607,Midtown,28,0
covacha,55683,Mexican,4.47,599,Upper West Side,14,1
kissaki-uws,54904,Sushi,4.45,591,New York,30,0
the-woo-woo,59428,Cocktail Bar,4.54,518,Hell's Kitchen,22,2
phillipe-chow-uptown,50476,Chinese,4.50,435,Upper East Side,58,2
redeye-grill,68556,New American,4.53,269,Midtown,245,0
seven-hills-mediterranean-grill,30049,Mediterranean,4.45,226,Upper West Side,25,0
nothing-really-matters,65218,Cocktail Bar,4.46,212,Midtown West,18,0
motorino-upper-west-side,58839,Italian,4.51,211,New York,14,0
the-wallace-lounge,68880,Cocktail Bar,4.50,181,Upper West Side,20,0
bis,66548,Middle Eastern,4.45,177,Upper East Side,44,0
taru,65432,Japanese,4.49,157,New York,44,0
empellon-taqueria-waterline-square,66424,Mexican,4.53,124,Upper West Side,31,0
obao-midtown,59730,Thai,4.48,121,New York,29,1
bocca-di-bacco-hells-kitchen,59685,Italian,4.49,108,Hell's Kitchen,60,0
jaspers-taphouse-and-kitchen,59125,American,4.54,103,New York,184,0
sea-salt,60046,Mediterranean,4.47,101,Midtown,29,0
jungly,65318,American,4.54,96,Long Island City,25,0
carla,68212,New American,4.48,62,Hell's Kitchen,51,0
quality-meats-nyc,35685,Steakhouse,4.5,60,Midtown West,0,60
kitchen-46,66735,Mediterranean,4.46,52,New York,60,0
cello-wine-bar,60405,Mediterranean,4.53,41,Midtown East ,27,0
sushi-gama,32210,Japanese,4.5,34,Upper East Side,4,0
daikanyama,53349,Japanese,4.5,22,Midtown,30,0
bondi-sushi-westside,71200,Sushi,5.0,4,New York,14,0
la-bergamote-midtown-west,66409,French,5.0,3,New York,10,0
bar-bastion,70927,French,5.0,2,Midtown Manhattan,19,2
a-la-turka,71465,Turkish,5.0,None,New York,7,0
le-bernardin-and-broadway,71015,French,5.0,None,Midtown,0,0
miznon-north,6380,Mediterranean,4.35,3277,Upper West Side,37,0
blue-willow,49718,Szechuan,4.39,2384,Midtown West,120,0
hasalon-nyc,5501,Mediterranean,4.44,2196,Hell's Kitchen,77,1
panorama-room,53969,Cocktail Bar,4.35,2176,Roosevelt Island,19,1
p-j-clarkes-lincoln-square,64561,American,4.35,1557,Lincoln Square,45,0
rothschild-tlv,26736,Mediterranean,4.42,1434,Upper East Side,44,0
lillies-victorian-establishment,62828,American,4.39,1423,Times Square,120,0
jupiter,64794,Italian,4.35,1320,Rockefeller Center,12,0
tacombi-upper-west-side,6209,Mexican,4.35,1145,Upper West Side,29,1
the-bar-room,5811,American,4.43,1087,Upper East Side,356,10
dutch-freds,54972,American,4.42,1046,New York,91,1
the-mean-fiddler,54785,American,4.35,798,Hell's Kitchen,30,0
yara,4895,Middle Eastern,4.43,590,Midtown East,180,0
festival,32003,Cocktail Bar,4.40,500,Midtown East,173,0
bondi-sushi-bar-ues,50904,Sushi,4.40,406,Upper East Side,15,0
fig-and-olive-fifth-avenue,67887,Mediterranean,4.35,399,Midtown East,31,0
the-naked-pig,58528,American,4.42,330,New York,90,0
amali,2543,Mediterranean,4.39,325,Upper East Side,55,1
kurant-wine-bar,7993,American,4.44,267,Midtown East,59,0
west-end,60791,New American,4.38,262,Hell’s Kitchen,92,0
caviar-kaspia-at-the-mark,68495,*,4.43,211,Upper East Side,30,0
gray-hawk-grill,49008,American,4.43,122,Upper East Side,30,0
la-esquina-midtown,65773,Mexican,4.44,87,New York,0,14
rosevale-cocktail-lounge,65744,Cocktail Bar,4.44,87,Hell's Kitchen,30,0
the-sefton,38782,American,4.44,81,Upper East Side,15,6
valla-table,66864,Thai,4.38,65,Hell's Kitchen,30,0
white-olive,64107,Mediterranean,4.43,55,Midtown,60,0
2e-lounge,60748,Cocktail Bar,4.42,38,New York,29,1
rang-nyc,64730,Indian,4.43,37,Long Island City,30,0
serendipity-3,41007,American,4.26,8512,Upper East Side,30,0
tsurutontan-midtown,2490,Japanese,4.34,3148,Midtown,29,1
aria-hells-kitchen-nyc,889,Tapas,4.28,2715,Hells Kitchen,30,0
the-consulate,50056,French,4.34,2397,Upper West Side,60,0
friedmans-edison-hotel,53774,American,4.30,2217,Times Square,92,0
vida-verde,6995,Mexican,4.33,1732,Hells Kitchen,13,1
obao,59701,Thai,4.26,1282,Hell's Kitchen,30,0
parm-upper-west-side,8656,Italian,4.29,1061,Upper West Side,30,0
the-terrace-and-outdoor-gardens-at-the-times-square-edition,59203,Contemporary American,4.32,1060,Times Square,30,0
arte-cafe,58565,Italian,4.32,189,New York,92,0
le-rivagee-restaurant,7488,French,4.34,175,Hell's Kitchen,25,0
madam-mikettes,59397,American,4.27,153,Midtown East,14,0
rosevale,60874,Contemporary American,4.29,148,Hell's Kitchen,25,0
emmy-squared-midtown-west,65579,Pizza,4.30,141,Midtown West,30,0
quality-italian-nyc,35684,Steakhouse,4.32,55,Midtown West,0,60
finestra,59230,Italian,4.29,27,Upper East Side,61,0
the-mark-restaurant-by-jean-georges,10150,American,4.23,7611,Upper East Side,89,1
bellini-at-harrys-table,59544,Italian,4.24,912,New York,64,0
anything-at-all,52777,New American,4.24,572,Roosevelt Island,30,0
five-acres,64966,New American,4.17,455,Rockefeller Center,20,0
city-winery,8744,Wine,4.23,380,Midtown,49,11
sesamo-restaurant,59720,Italian,4.23,255,New York,60,0
attraversa-hk,2259,Italian,4.15,242,Hells Kitchen,0,0
emmy-squared-pizza,64601,Pizza,4.23,184,Hell's Kitchen,92,0
bocca-di-bacco-theater-district,66689,Italian,4.17,138,New York,60,0
jones-wood-foundry,65752,Gastropub,4.17,129,Upper East Side,90,0
marseille,60369,French,4.17,70,Theatre District,7,0
starchild-nyc,60875,Rooftop Lounge,4.20,69,Hell's Kitchen,24,1
la-esquina-uptown,65771,Mexican,4.18,59,New York,13,1
the-blue-mezze-bar,69013,Mediterranean,4.15,44,New York,366,0
bocca-di-bacco-chelsea,66690,Italian,4.22,35,New York,28,2
numero-28-ues,61004,Italian,4.15,13,UES,7,0
21-greenpoint-rockefeller-plaza,66887,New American,4.25,8,Rockefeller Center,10,0
gabriels-bar-and-restaurant,60354,Italian,4.25,8,Midtown,60,0
lamano-chelsea,861,Tapas,4.13,804,Chelsea,360,0
mister-french,8643,French,4.10,578,Gramercy Park,21,0
kebab-aur-sharab,67848,Indian,4.10,481,Upper West Side,257,0
and-son-upper-east-side,56520,Steakhouse,4.08,312,New York,16,0
reichenbach-hall,36103,German,4.12,282,Midtown West,31,0
temerario,10364,Mexican,4.06,242,Chelsea,350,0
3293,3293,Australian,4.11,196,Upper West Side,0,30
hole-in-the-wall-flatiron,59030,Australian,4.07,115,New York,30,0
monterey,65670,Brasserie,4.14,47,Midtown East,26,0
nizza,60376,Italian,4.13,15,Hell's Kitchen,7,0
1636,1636,Sushi,4.06,15,Midtown East,30,0
copper-johns,68795,Pub Fare,4.09,11,"Time Square, Manhattan, New York",17,0
park-terrace-hotel,62748,Rooftop Lounge,4.11,9,New York,90,0
brooklyn-diner-usa-57th,68557,American,4.12,8,New York,123,0
10486,10486,American,3.97,1351,Times Square,14,0
a-r-t-nomad,6148,Cocktail Bar,3.96,987,NoMad,14,0
dine-at-radio-park,31467,Local,4.02,491,Midtown,0,0
the-independent-nyc,51795,American,4.01,383,Garment District,61,0
el-coco-uws,64651,Mexican,4.04,141,New York,44,1
harrys-new-york-bar,54045,American,3.95,96,Midtown East,0,0
el-coco-9th-ave,59705,Mexican,3.95,94,Hell's Kitchen,59,1
bua-thai-ramen-and-robata-grill,44449,Asian,3.98,71,Upper East Side,30,0
59551,59551,American,4.04,66,New York,6,0
philippe-chow-downtown,51444,Chinese,3.96,56,Chelsea,42,0
hole-in-the-wall-murray-hill,59031,Australian,4.04,46,New York,21,9
katherine,66670,Italian,3.97,45,Herald Square,15,0
darling,54043,American,3.87,588,Midtown East,16,0
miss-korea-bbq,53748,Korean,3.92,300,Midtown,14,0
lasagna-restaurant,10547,Italian,3.89,56,Chelsea,30,0
the-corner-ny,70627,Chinese,3.85,20,Hell's Kitchen,30,0
lost-in-paradise,62871,Rooftop Lounge,3.79,351,Long Island City,77,1
charlie-palmer-at-the-knick,6280,American,3.78,281,Midtown,45,0
the-sentry-flatiron,51229,Australian,3.8,30,Flatiron,16,0
allora-ristorante,65793,Italian,3.78,19,New York,29,0
masala-king,65656,Indian Inspired Bistro,3.66,21,Murray Hill/ Midtown,7,0
el-coco,59679,Mexican,3.63,316,Chelsea,29,1
victory-restaurant-and-lounge,68049,New American,3.6,55,New York,92,0
rainbow-room,25495,American,3.62,27,Rockefeller Center,0,0
stk-midtown,35691,Steakhouse,3.4,130,Midtown,90,0
presidents-terrace,66421,Californian,3.40,59,Palo Alto,7,7
la-fete-du-champagne-immersive-experience,54757,Event,2.85,35,Garment District,0,0
broken-shaker-new-york,70551,American,2.86,15,Murray Hill,44,0
the-dean,60013,New American,2.47,21,New York,43,0
comfortland,66673,American,4.96,77,Queens,6,1
ryans-daughter,50922,Irish,5.0,32,Yorkville,0,0
anassa-taverna-astoria,8776,Greek,4.85,2857,Astoria,28,2
lucciola,30257,Italian,4.87,1394,Upper West Side,35,3
takeda,10335,Sushi,4.91,723,Upper West Side,9,1
andrew-belluccis-pizzeria,60102,Pizza,4.92,50,Astoria,59,2
the-good-good,70601,International,4.94,35,East Harlem,30,0
clay,1085,American,4.83,3661,Harlem,25,0
quatorze,33880,French,4.80,3278,Upper East Side,14,0
chez-nick,10205,New American,4.75,3000,Upper East Side,30,0
contento,52630,International,4.83,2115,East Harlem,26,0
sushi-w-llc,58367,Sushi,4.84,1891,New York,29,1
bella-luna-restaurant,9663,Italian,4.75,1597,Upper West Side,11,0
the-bonnie,6737,American,4.78,938,Astoria,30,0
alison,8697,New American,4.78,922,East Harlem,18,0
sugar-monk,44080,Cocktail Bar,4.84,752,West Harlem,20,0
7237,7237,Japanese,4.77,712,Astoria,25,0
osteria-accademia,64706,Italian,4.77,692,Upper West Side,15,0
vesta,29101,Italian,4.8,625,Astoria,60,0
sweet-afton,36742,American,4.77,505,Astoria,30,0
archer-and-goat,58863,New American,4.76,425,Harlem,16,0
amity-hall-uptown,10099,American,4.75,357,Upper West Side,366,0
table-dhote,54298,French,4.78,345,"Upper East Side, Carnegie Hill, New York",121,0
sala-astoria,65245,Spanish,4.84,273,Astoria,30,0
bodrum,69163,Turkish,4.79,254,Upper West Side,30,0
bixi,52537,Asian,4.76,85,Harlem,0,0
mayahuel-bar-and-restaurant,67463,Mexican,4.83,67,Astoria,19,0
vinateria,1696,Italian,4.65,3187,Harlem,123,0
amelie-upper-west-side,52690,French,4.68,2201,Upper West Side,60,0
antique-bar-and-bakery,42688,American,4.71,2068,Downtown,21,0
pheasant,3073,New American,4.73,1789,Williamsburg,20,0
the-ellington,53181,American,4.65,1645,Upper West Side,153,0
m-wells-steakhouse,5855,International,4.70,1375,Long Island City,103,0
felice-83,59609,Italian,4.68,1083,Upper East Side,30,0
fumo-upper-west-side,29832,Italian,4.74,709,Upper West Side,30,0
gaudir,5203,Spanish,4.68,483,East Harlem,65,0
lashevet,58175,Middle Eastern,4.69,402,New York,51,0
tiki-chick,58644,Cocktail Bar,4.67,156,Upper West Side,0,30
the-tang,52754,Chinese,4.69,76,New York,59,1
pro-thai,50775,Thai,4.0,4,East Harlem,0,0
gps-restaurant,71199,Italian,5.0,None,Guttenberg,8,35
maison-pickle,857,American,4.57,15892,Upper West Side,61,0
heidelberg-restaurant,6113,German,4.64,559,Yorkville,21,0
avoca,54536,American,4.57,349,Upper East Side,30,0
street-taco-uws,54752,Mexican,4.61,339,New York,9,2
jeremys,65248,Cocktail Bar,4.57,114,Upper East Side,21,0
bar-91,60199,European,4.61,49,Upper East Side,7,0
serafina-west-105,53054,Italian,4.63,49,Upper West Side,100,0
pekarna,65732,New American,4.59,32,Upper West Side,60,0
le-monde-ny,60373,French,4.58,12,Morningside Heights,30,0
hiramasa,54313,Sushi,4.48,574,Upper East Side,12,0
han-dynasty-upper-west-side,64759,Szechuan,4.50,317,Upper West Side,123,0
the-milton-nyc,59123,Irish,4.53,98,New York,13,0
dagon,60368,Mediterranean,4.49,53,Upper West Side,30,0
5-napkin-burger-uws,60362,American,5.0,2,Upper West Side,60,0
marlow-bistro,1671,Mediterranean,4.40,1379,Upper West Side,120,0
cafe-du-soleil,51892,French,4.43,1019,Upper West Side,366,0
brunch-harlem,61002,Brunch,4.39,176,Harlem,18,0
green-kitchen,57315,American,4.37,143,New York,61,0
hummus-kitchen-ues,49456,Middle Eastern,4.42,122,Upper East Side,14,0
french-roast,60366,French,4.42,14,Upper West Side,59,2
ues,42684,Cocktail Bar,4.29,956,Upper East Side,18,0
cafe-archetypus,44549,International,4.29,651,Shadyside,8,0
blvd-bistro,66592,Soul Food,4.28,439,Harlem,29,1
atlas-kitchen,51901,Chinese,4.34,67,Upper West Side,20,10
baazi,55227,Indian,4.24,446,Upper West Side,20,0
cafe-dalsace,60370,*,4.2,5,Upper East Side,45,16
waterside-restaurant-and-catering,64817,Mediterranean,4.14,180,North Bergen,60,0
casa-dani,53144,Mediterranean,4.13,46,Chelsea,65,0
la-voglia,70086,Italian,4.06,44,Upper East Side,45,0
chocolat-restaurant-and-bar,38783,Soul Food,3.85,714,Harlem NYC,90,0
not-a-speakeasy,59920,Cocktail Bar,3.89,76,Upper East Side,8,0
tootles-and-french,68203,Restaurant + Wine Bar,4.95,40,Astoria,12,1
karden,70308,Korean,5.0,5,Ridgefield,52,0
the-river-palm-terrace-edgewater,7379,Steakhouse,4.81,7729,Bergen County,180,0
baylander-steel-beach,36102,American,4.75,1184,West Harlem,31,0
minka-japanese-kitchen,54585,Japanese,4.80,516,Cliffside Park,14,0
pisticci,6646,Italian,4.79,348,Morningside Heights,89,1
oliva,54509,Spanish,4.84,312,West Harlem,63,2
the-chick-inn,51172,American,4.83,234,Harlem,31,0
the-thirsty-koala,58595,Australian,4.77,111,Queens,92,0
lagano-bar-and-restaurant,65571,Tapas,4.82,89,Astoria,31,0
fumo-harlem,29833,Italian,4.73,1104,Hamilton Heights,60,0
tellys-taverna-astoria,34351,Greek,4.73,916,Astoria,60,0
ovelia,5832,Greek,4.68,827,Astoria,25,0
stingray-lounge,47250,Seafood,4.69,707,Uptown,21,0
mars,50875,New American,4.70,352,Astoria,15,0
via-trenta-osteria-and-wine-bar,54494,Italian,4.71,114,Queens,25,0
sisters-can-we-talk-celebrating-international-womens-month-day,59378,American,5.0,1,Harlem,0,0
tsion-cafe,5738,Ethiopian,5.0,None,Sugar Hill - Harlem,0,0
dinosaur-bar-b-que-harlem-fly,3746,BBQ,4.61,2731,Harlem,12,0
adda,7291,Indian,4.63,2401,Long Island City,25,0
taverna-veranda,54943,Greek,4.63,1792,Edgewater,30,0
ninos-aq,4311,Italian,4.63,1009,Astoria,30,0
the-edge-harlem,49757,International,4.58,937,Harlem,52,0
beebes,7342,Italian,4.62,235,Long Island City,300,0
macoletta-brick-oven-pizzeria,33208,Italian,4.57,165,Astoria,90,0
the-boil-astoria,64811,Creole,4.56,160,Astoria,51,0
rivercrest,50923,American,4.64,145,Astoria,31,0
levante-ny,65822,Italian,4.62,101,Long Island City,313,0
dive-bar-lic,55687,Gastropub,4.55,76,Long Island City,90,0
denovo-edgewater,44743,Mediterranean,4.53,2832,NJ Gold Coast,24,0
anthony-davids,2041,Italian,4.53,2825,Hoboken,31,0
sorellina,1008,Italian,4.48,2679,Hoboken,30,0
bin-14-trattoria-and-wine-bar,2274,Italian,4.51,2005,Hoboken,60,0
the-grand,10541,American,4.50,220,Astoria,30,0
olivers-astoria,58374,New American,4.52,184,Astoria,184,0
tacombi-lic,51877,Mexican,4.52,122,Long Island City,29,1
dar-yemma,64838,Moroccan,4.53,66,Astoria,30,0
sushi-nikko-lic,67507,Sushi,4.52,46,Long Island City,60,0
urban-vegan-roots,64707,Vegan,4.52,25,Astoria,90,0
the-shepherd-and-the-knucklehead,69829,Gastropub,4.0,4,Hoboken,14,0
nisi-astoria,68760,Greek,4.0,4,New York,30,0
maisonetta,71399,Fusion,5.0,1,Bronx,78,0
rosas-at-park,70021,Fusion,5.0,None,Bronx,88,0
sylvias-restaurant,6169,Southern,4.42,2768,Harlem,30,0
sirenetta,34184,Seafood,4.41,1836,Uptown Hoboken,30,0
saku,58796,Sushi,4.43,417,Hoboken,14,0
murrays-cheese-bar-lic,33922,New American,4.35,388,Long Island City,30,0
citrico,59421,Mexican,4.35,382,Astoria,43,0
taco-tumba,54465,Mexican,4.42,286,Astoria,366,0
tru-astoria,46385,Mediterranean,4.44,259,Astoria Ditmars District,30,0
backstage-bar-and-lounge,52015,Cocktail Bar,4.44,85,Uptown,30,0
rosatoro,50423,Peruvian,4.31,141,Astoria,21,0
sands-of-persia,59623,Middle Eastern,4.05,79,Queens,180,0
city-bistro,60112,Italian American,3.96,132,Hoboken,184,0
doha-bar-and-lounge,59285,Latin American,3.65,23,Astoria,52,0
rolos,36902,American,4.87,3361,Ridgewood,24,4
the-queensboro,5140,American,4.89,2494,Jackson Heights,34,1
uncle-peters,3771,Italian,4.85,578,Jackson Heights,52,0
sushi-mumi,65819,Japanese,4.91,124,East Village,18,0
angel-indian-restaurant,65818,Indian,4.71,167,Jackson Heights,51,0
the-buttery-bar,57629,New American,4.73,124,Greenpoint,30,0
siam-thai-eatery,64522,Thai,4.60,322,Flushing,30,0
leuca,52615,Italian,4.30,49,Williamsburg,0,21
bohemia-ny,66637,Southeast Asian,4.05,110,Williamsburg,26,0
creatures-of-all-kind,60775,Rooftop Lounge,4.0,60,Williamsburg,7,2
saggio,34714,Italian,4.83,1230,Washington Heights,184,0
the-uptown-garrison-ny,34712,American,4.81,834,Washington Heights,184,0
jj-dak,65267,Korean Gastropub,4.79,54,Fort Lee,30,0
gayeon,35177,Korean,4.51,738,Fort Lee,312,0
soma-fort-lee,55783,Japanese,4.48,402,Fort Lee,52,0
city-perch-kitchen-and-bar-fort-lee,27560,American,4.33,429,Hudson Lights,90,0
